"Site","Site_code","Date","Depth_m","Distance","Dry_start","Dry_end","HIX","BIX","FI","Peak_A","Peak_T","A_T","a254_m","SUVA254","d18O_VSMOW","d2H_VSMOW","D_excess","DOC_mgL","DON_mgL","DN_mgL","NO3NO2_ugL","NH4_ugL","SRP_ugL","Chla_ugL"
90,"C2",2024-12-17,0.1,561.7464,NA,NA,4.306829924,0.683872057,1.467159864,0.256966893,0.073431777,3.499396354,14.0483,4.25706060606061,-4.569661826,-26.97315839,9.584136218,3.3,0.196,0.235,29,10,3,5.327
90,"C2",2024-12-17,4,561.7464,NA,NA,5.042125552,0.699592047,1.499650815,0.249237485,0.070508342,3.534865202,12.8968,3.90812121212121,-4.52356528,-27.40324118,8.78528106,3.3,0.249,0.29,30,11,3,NA
90,"C2",2025-02-26,0.1,561.7464,NA,NA,5.3609101185,0.6291483335,1.4137036925,0.2382562165,0.0635396465,3.750148997,12.55135,4.64864814814815,-5.280053879,-31.54375641,10.696674622,2.7,0.108,0.2,84,8,0,2.40575
90,"C2",2025-02-26,5,561.7464,NA,NA,5.874637537,0.647756472,1.43067592,0.251419665,0.062011603,4.054397152,12.6665,3.42337837837838,-5.127152861,-30.93217428,10.085048608,3.7,0.215,0.315,91,9,1,NA
90,"C2",2025-04-16,0.1,561.7464,NA,NA,4.104015177,0.6696361875,1.426240565,0.218274446,0.0826841865,2.6398324535,13.01195,5.42164583333333,-5.477263185,-30.14268586,13.67541962,2.4,0.192,0.2,0,8,5,3.7805
90,"C2",2025-04-16,5.5,561.7464,NA,NA,3.824755239,0.636135869,1.438445301,0.249686605,0.094311562,2.6762727105,14.39375,5.7575,-5.278466678,-32.3474514,9.880282024,2.5,0.1905,0.2,1,8.5,1.5,NA
92,"C1",2024-05-22,0.1,345.0336,NA,NA,2.866105909,0.675712052,1.396210783,0.176145203,0.067592484,2.605988028,12.6665,3.83833333333333,-5.028527821,-30.96600348,9.262219088,3.3,0.192,0.2,8,0,0,2.6349
92,"C1",2024-05-22,2,345.0336,NA,NA,2.8717593635,0.659644791,1.450274349,0.198317275,0.0778853485,2.5463288225,13.01195,4.33731666666667,-5.191600226,-30.99634441,10.536457398,3,0.21,0.22,2,8,5.5,NA
92,"C1",2024-06-19,0.1,345.0336,103.632,178.6128,2.608768892,0.716232307,1.463876123,0.163894137,0.086427002,1.896330239,11.7453,3.67040625,-4.725342498,-28.90128741,8.901452574,3.2,0.23,0.24,0,10,8,0.7637
92,"C1",2024-06-19,1.5,345.0336,103.632,178.6128,3.389889229,0.692373488,1.434255811,0.179824186,0.067888223,2.656971264,12.32105,3.33001351351351,-4.884750789,-28.52756045,10.550445862,3.7,0.233,0.24,0,7,6,NA
92,"C1",2024-07-11,0.1,345.0336,68.58,202.692,3.164678624,0.718548492,1.50720728,0.159157595,0.071193855,2.235552418,11.515,3.33768115942029,-4.360688747,-27.25117134,7.634338636,3.45,0.103,0.11,2,5,5.5,0.6874
92,"C1",2024-07-11,1,345.0336,68.58,202.692,3.03336531,0.701119448,1.492972677,0.168351032,0.072481403,2.322678988,11.0544,3.4545,-4.307047886,-27.13059373,7.325789358,3.2,0.171,0.18,6,3,7,NA
92,"C1",2024-08-14,0.1,345.0336,68.58,231.648,3.085386043,0.740569439,1.444357176,0.141919708,0.060486606,2.346299732,9.9029,3.30096666666667,-3.904552775,-26.41183387,4.82458833,3,0.212,0.22,3,5,3,1.5752
92,"C1",2024-08-14,0.5,345.0336,68.58,231.648,3.069830097,0.727360111,1.422045371,0.144110013,0.064979256,2.217784918,10.1332,6.75546666666667,-4.056380989,-26.143791,6.307256912,1.5,0.158,0.16,0,2,0,NA
92,"C1",2024-09-16,0.1,335.8896,0.9144,326.7456,5.5600532355,0.58686165,1.542402739,0.4734100215,0.1563417975,3.1259118645,20.0361,5.13746153846154,-4.342574149,-26.76883294,7.971760252,3.9,0.209,0.28,6,65,8,10.5968
92,"C1",2024-09-30,0.1,345.0336,NA,NA,3.758031504,0.662212899,1.442389821,0.181979648,0.06875644,2.646728774,11.7453,3.3558,-3.910946301,-25.4707982,5.816772208,3.5,0.217,0.22,0,3,1,4.3741
92,"C1",2024-09-30,0.6,345.0336,NA,NA,2.99863145,0.674086183,1.427664331,0.211986319,0.096667198,2.192949872,13.5877,3.8822,-4.226349703,-24.72043319,9.090364434,3.5,0.206,0.21,1,3,6,NA
92,"C1",2024-10-28,0.1,345.0336,82.296,196.2912,4.176992768,0.70107109,1.448732675,0.256321207,0.097936592,2.617215906,13.818,4.00521739130435,-4.34607281,-25.04351337,9.72506911,3.45,0.115,0.125,0,10,7,4.7586
92,"C1",2024-10-28,0.5,345.0336,82.296,196.2912,3.597099814,0.705837925,1.443834251,0.257284631,0.082946148,3.101827354,14.0483,3.512075,-4.500447806,-25.28295866,10.720623788,4,0.259,0.27,6,5,5,NA
92,"C1",2024-12-17,0.1,345.0336,NA,NA,9.1899543825,0.5183814665,1.4189877055,0.2956318315,0.0501115385,5.914470443,18.8846,5.24572222222222,-6.510326583,-36.25616249,15.826450174,3.6,0.1675,0.2,7.5,25,1.5,0.1909
92,"C1",2025-02-26,0.1,345.0336,NA,NA,4.8827186845,0.660732609,1.4677978455,0.2499411485,0.076123992,3.325720043,12.8968,3.90812121212121,-5.160701945,-31.05391405,10.23170151,3.3,0.156,0.255,88,11,0,2.9786
92,"C1",2025-02-26,2,345.0336,NA,NA,5.8810744,0.657944101,1.446505269,0.261766809,0.062284545,4.202756983,13.818,4.318125,-5.127045698,-30.95226308,10.064102504,3.2,0.164,0.27,91,15,3,NA
92,"C1",2025-04-16,0.1,345.0336,NA,NA,4.603270308,0.667263892,1.423420165,0.221219565,0.070325882,3.145635134,12.8968,5.05756862745098,-5.345747178,-30.07532987,12.690647554,2.55,0.179,0.185,1,5,1,NA
92,"C1",2025-04-16,1.8,345.0336,NA,NA,4.110792264,0.6598131635,1.4332403545,0.2285075015,0.0811346235,2.8243409675,13.47255,5.6135625,-5.376458895,-31.05075441,11.96091675,2.4,0.179,0.19,2,9,0,NA
96,"B2",2024-05-22,0.1,240.792,NA,NA,3.375565048,0.651485219,1.382910522,0.192512825,0.072386586,2.659509656,13.1271,4.10221875,-4.893330629,-30.53684032,8.609804712,3.2,0.201,0.21,2,7,5,NA
96,"B2",2024-05-22,1.5,240.792,NA,NA,3.184703046,0.659748675,1.424709413,0.192704658,0.077049375,2.50105413,13.1271,3.86091176470588,-5.180295218,-30.79485232,10.647509424,3.4,0.225,0.23,1,4,6,NA
96,"B2",2024-06-19,0.1,240.792,103.632,178.6128,2.598984653,0.659589414,1.454687253,0.215725844,0.121888581,1.769860995,14.9695,4.40279411764706,-4.777355051,-28.899023,9.319817408,3.4,0.188,0.2,3,9,4,1.6229
96,"B2",2024-06-19,1,240.792,103.632,178.6128,3.679461735,0.635326129,1.423314627,0.226377904,0.076370318,2.964213207,16.5816,4.87694117647059,-4.957395167,-28.54816106,11.111000276,3.4,0.206,0.21,2,2,7,NA
96,"B2",2024-07-11,0.1,240.792,68.58,202.692,3.692024852,0.632402073,1.413379467,0.220636864,0.080381509,2.744870889,16.3513,3.71620454545454,-4.241648899,-27.44270845,6.490482742,4.4,0.184,0.19,3,3,10,4.9834
96,"B2",2024-07-11,0.5,240.792,68.58,202.692,3.399183492,0.624794381,1.42400759,0.237100459,0.100894649,2.349980518,16.8119,4.42418421052632,-4.295729911,-27.55382628,6.812013008,3.8,0.255,0.27,4,11,4,NA
96,"B2",2024-08-14,0.1,245.364,68.58,231.648,4.4892850425,0.5949534585,1.444678008,0.235929927,0.071028785,3.3223908565,15.31495,5.10498333333333,-4.530404177,-28.69007855,7.553154866,3,0.181,0.19,9,0,10,7.2555
96,"B2",2024-09-30,0.1,240.792,NA,NA,9.222155183,0.543658883,1.403483111,0.366844355,0.069470602,5.280569683,23.03,5.83037974683544,-5.777414834,-31.4398176,14.779501072,3.95,0.139,0.165,22.5,3.5,8,0
96,"B2",2024-10-28,0.1,240.792,82.296,196.2912,4.691166375,0.621832273,1.429482082,0.303019594,0.089406612,3.389230261,18.6543,4.90902631578947,-4.137590788,-26.11142548,6.989300824,3.8,0.227,0.23,0,3,8,5.728
96,"B2",2024-12-17,0.1,240.792,NA,NA,9.552391237,0.529701047,1.41793602,0.291365717,0.049631284,5.870606105,19.8058,5.42624657534247,-6.584034437,-36.32850916,16.343766336,3.65,0.1705,0.18,4.5,5,1.5,0.0859
96,"B2",2025-02-26,0.1,240.792,NA,NA,6.257109181,0.572604079,1.415970177,0.187988486,0.042075314,4.467904472,11.7453,4.27101818181818,-6.40085875,-36.61330319,14.59356681,2.75,0.095,0.125,22.5,7.5,2,0.3437
96,"B2",2025-02-26,1.7,240.792,NA,NA,4.515121727,0.637070753,1.461399329,0.263334173,0.077774186,3.385881426,14.7392,4.606,-5.195237796,-31.18971233,10.372190038,3.2,0.155,0.25,82,13,1,NA
96,"B2",2025-04-16,0.1,240.792,NA,NA,3.89189202,0.650928839,1.430360632,0.238432278,0.091255904,2.612787427,13.5877,5.43508,-5.4980908,-30.76580913,13.21891727,2.5,0.192,0.2,0,8,3,2.9786
96,"B2",2025-04-16,0.9,240.792,NA,NA,5.054270047,0.619672679,1.391218154,0.218963297,0.071085033,3.080301,13.3574,4.04769696969697,-5.557159575,-33.21743898,11.23983762,3.3,0.159,0.165,0,6,0,NA
98,"B1",2024-05-22,0.1,188.6712,NA,NA,3.515425648,0.61937829,1.435536927,0.235712,0.085500558,2.756847522,16.121,5.20032258064516,-5.19159132,-30.98460392,10.54812664,3.1,0.197,0.21,0,13,6,13.9381
98,"B1",2024-05-22,0.5,188.6712,NA,NA,4.694980853,0.594372169,1.417724114,0.208563889,0.063342856,3.292618971,14.0483,4.53170967741935,-6.10486486,-35.3615565,13.47736238,3.1,0.203,0.24,29,8,6,NA
98,"B1",2024-06-19,0.1,188.6712,103.632,178.6128,3.794135654,0.610540391,1.436473743,0.240199991,0.09029408,2.660196458,16.5816,4.606,-4.496117172,-29.19008706,6.778850316,3.6,0.219,0.24,6,15,12,1.9093
98,"B1",2024-06-19,0.3,188.6712,103.632,178.6128,2.792871155,0.632015423,1.448994143,0.242851214,0.138008866,1.759678352,17.2725,4.935,-4.671290188,-30.15311862,7.217202884,3.5,0.24,0.26,13,7,6,NA
98,"B1",2024-07-11,0.1,204.216,68.58,202.692,4.979686036,0.537553515,1.4467105825,0.435628821,0.129222496,3.360257606,23.03,5.61707317073171,-5.389935382,-30.55400624,12.565476816,4.1,0.1535,0.165,3.5,8,7.5,23.1984
98,"B1",2024-08-14,0.1,236.22,68.58,231.648,10.99657764,0.500305314,1.432679952,0.508049278,0.08305155,6.117276324,25.5633,5.80984090909091,-5.407426529,-33.38578607,9.873626162,4.4,0.18,0.21,20,10,6,3.8664
98,"B1",2024-09-30,0.1,188.6712,NA,NA,9.256479855,0.538052467,1.396200306,0.36624514,0.057118043,6.412074417,23.03,5.23409090909091,-5.9367183,-31.04662358,16.44712282,4.4,0.147,0.17,19,4,8,0.1591
98,"B1",2024-10-28,0.1,197.8152,82.296,196.2912,5.501946261,0.572741442,1.479803826,0.148822902,0.035362896,4.208447799,7.8302,7.11836363636364,-6.07085404,-34.52183778,14.04499454,1.1,0.054,0.12,59,7,6,2.8811
98,"B1",2024-12-17,0.1,188.6712,NA,NA,8.635666944,0.53216999,1.398193241,0.273645627,0.04496444,6.085823054,19.5755,5.593,-6.498439487,-36.52803509,15.459480806,3.5,0.1755,0.185,3.5,6,2.5,0.1718
98,"B1",2025-02-26,0.1,188.6712,NA,NA,8.5378973135,0.5405981565,1.382351328,0.14987705,0.0329589145,4.790239493,8.9817,3.99186666666667,-6.645164557,-37.62457611,15.536740346,2.25,0.1355,0.155,16,3.5,0.5,0.2578
98,"B1",2025-02-26,1,188.6712,NA,NA,5.628242621,0.577003794,1.419121817,0.189566837,0.047444427,3.995555421,10.8241,3.73244827586207,-6.406283518,-35.56623412,15.684034024,2.9,0.148,0.19,33,9,2,NA
98,"B1",2025-04-16,0.1,188.6712,NA,NA,8.004639334,0.5350391565,1.3608886825,0.1489814115,0.0289374955,5.152772795,10.1332,6.75546666666667,-6.186700424,-37.84904475,11.644558642,1.5,0.094,0.1,0,6,0,0.9165
98,"B1",2025-04-16,0.8,188.6712,NA,NA,7.643117871,0.547711931,1.395443105,0.159345615,0.04248398,3.750722393,10.1332,4.606,-6.148116262,-37.29451435,11.890415746,2.2,0.154,0.16,0,6,1,NA
100,"S2",2024-05-22,0.1,124.0536,NA,NA,6.784035003,0.556604973,1.3985726895,0.1703279955,0.040495619,4.2277105645,10.93925,4.75619565217391,-6.758875013,-38.99862338,15.072376724,2.3,0.095,0.15,53,2,8,0.2291
100,"S2",2024-06-19,0.1,100.584,103.632,178.6128,6.031801189,0.568330418,1.444046316,0.178372308,0.0523060625,3.440305863,9.78775,4.893875,-6.462626804,-36.77873716,14.922277272,2,0.072,0.35,273,5,6,0.5728
100,"S2",2024-07-11,0.1,65.532,68.58,202.692,5.35295528,0.561259466,1.474172676,0.275341601,0.093040965,2.959358826,14.7392,6.016,-5.889462298,-32.72991361,14.385784774,2.45,-0.03,0.195,211,14,7.5,0.7235
100,"S2",2024-08-14,0.1,65.532,68.58,231.648,12.447150575,0.534484393,1.4489920475,0.275030117,0.0383221905,7.1764593295,14.16345,5.058375,-6.382777612,-37.71284019,13.349380706,2.8,0.11,0.24,129,1,9,0.3819
100,"S2",2024-09-30,0.1,124.0536,NA,NA,7.566015836,0.542782262,1.411467075,0.350230005,0.065780284,5.324239802,22.7997,6.909,-5.914295227,-31.83093004,15.483431776,3.3,0.089,0.12,26,5,7,0.158
100,"S2",2024-10-28,0.1,80.772,82.296,196.2912,10.54522971,0.56101924,1.444617883,0.146287388,0.022610713,6.469826405,8.7514,6.73184615384615,-6.027239698,-35.00816677,13.209750814,1.3,0.064,0.08,16,0,7,0.0974
100,"S2",2024-12-17,0.1,124.0536,NA,NA,8.76089248,0.517182527,1.429314809,0.265562861,0.045026033,5.897984871,18.424,5.41882352941176,-6.542602311,-36.7293708,15.611447688,3.4,0.093,0.1,3,4,0,0.1809
100,"S2",2025-02-26,0.1,124.0536,NA,NA,9.045538334,0.53492806,1.387362052,0.146377574,0.024143788,6.062742654,9.212,3.92,-6.702037035,-37.85576779,15.76052849,2.35,0.1235,0.145,16,5.5,0.5,0.2929
100,"S2",2025-04-16,0.1,124.0536,NA,NA,6.274425139,0.540096314,1.365541937,0.14439002,0.027606523,5.23028624,8.9817,3.32655555555556,-6.761950424,-36.13447962,17.961123772,2.7,0.131,0.14,2.5,6.5,2,0.4296
101,"S1",2024-05-22,0.1,0,NA,NA,8.344072098,0.537091285,1.396852137,0.171774391,0.03527018,4.87024423,10.8241,4.32964,-6.844486664,-38.9191347,15.836758612,2.5,0.163,0.2,30,7,12,0.3437
101,"S1",2024-06-19,0.1,0,103.632,178.6128,7.6297879545,0.5360508995,1.451813586,0.218697678,0.0490395815,4.4616377075,13.24225,5.405,-6.599631135,-36.73114302,16.06590606,2.45,0.1365,0.345,198.5,10,9,0.1909
101,"S1",2024-07-11,0.1,0,68.58,202.692,9.5877360585,0.5486186975,1.4966735405,0.2999987345,0.0710151825,4.389008436,16.00585,5.51925862068966,-5.930409702,-33.13066869,14.312608926,2.9,0.146,0.335,177.5,11.5,8.5,0.6874
101,"S1",2024-08-14,0.1,0,68.58,231.648,11.384610878,0.5288473555,1.459281918,0.297417632,0.055520048,5.8692572905,15.8907,5.67525,-6.35686971,-37.5941415,13.26081618,2.8,0.115,0.22,100,5,9,0.3819
101,"S1",2024-09-16,0.1,0,0.9144,326.7456,7.16266729,0.565203154,1.4784752555,0.2546414685,0.0730844975,3.89148041,12.8968,9.212,-5.68204915,-33.18886481,12.26752839,1.4,0.095,0.2,96,9,7,0.703
101,"S1",2024-09-30,0.1,0,NA,NA,10.558055,0.523768151,1.415186254,0.37175854,0.060754258,6.119053198,23.2603,5.815075,-6.025862356,-31.51148578,16.695413068,4,0.1325,0.155,19,3.5,5.5,0.3139
101,"S1",2024-10-28,0.1,0,82.296,196.2912,7.018291673,0.532772332,1.49424708,0.168499818,0.057007773,3.2827679755,10.3635,7.4025,-6.394215546,-34.53565381,16.618070558,1.4,0.066,0.07,0,4,6,0.1964
101,"S1",2024-12-17,0.1,0,NA,NA,9.5574943075,0.524726073,1.41882833,0.269306151,0.0473542555,5.703879651,17.9634,4.72721052631579,-6.595252148,-36.60563626,16.156380924,3.8,0.1775,0.19,5,7.5,2.5,0.5155
101,"S1",2025-02-26,0.1,0,NA,NA,8.149199724,0.5406828625,1.3868120295,0.147839644,0.024655073,6.034366485,8.9817,3.32655555555556,-6.638724124,-37.53491071,15.574882282,2.7,0.1495,0.175,17,8.5,2,0.2713
101,"S1",2025-04-16,0.1,0,NA,NA,7.4144108935,0.54328568,1.390517501,0.140472555,0.0258074195,5.4453377995,9.55745,4.66217073170732,-6.67692581,-36.56923194,16.84617454,2.05,0.1245,0.13,1,4.5,11.5,0.3618
