"Reservoir","Site","Site_code","Date","Depth_m","Distance","Dry_start","Dry_end","Max_Depth_Site_m","Temp_C","DO_mgL","DOsat_percent","SpCond_uScm"
"CCR",88,"P1",2024-12-17,1,1013.7648,NA,NA,11,7.6179,10.6207,88.789,134.26
"CCR",88,"P1",2024-12-17,1.1,1013.7648,NA,NA,11,7.6116,10.6054,88.481,134.376
"CCR",88,"P1",2024-12-17,1.2,1013.7648,NA,NA,11,7.606,10.5744,88.543,134.267
"CCR",88,"P1",2024-12-17,1.3,1013.7648,NA,NA,11,7.6056,10.5923,88.678,134.302
"CCR",88,"P1",2024-12-17,1.4,1013.7648,NA,NA,11,7.6057,10.5973,88.658,134.327
"CCR",88,"P1",2024-12-17,1.5,1013.7648,NA,NA,11,7.5976,10.5997,88.668,134.388
"CCR",88,"P1",2024-12-17,1.6,1013.7648,NA,NA,11,7.5967,10.604,88.598,134.363
"CCR",88,"P1",2024-12-17,1.7,1013.7648,NA,NA,11,7.5921,10.5931,88.534,134.416
"CCR",88,"P1",2024-12-17,1.8,1013.7648,NA,NA,11,7.5978,10.5856,88.581,134.428
"CCR",88,"P1",2024-12-17,1.9,1013.7648,NA,NA,11,7.6031,10.5624,88.41,134.43
"CCR",88,"P1",2024-12-17,2,1013.7648,NA,NA,11,7.5846,10.5771,88.164,134.374
"CCR",88,"P1",2024-12-17,2.1,1013.7648,NA,NA,11,7.5999,10.4959,87.897,134.407
"CCR",88,"P1",2024-12-17,2.2,1013.7648,NA,NA,11,7.5928,10.5179,88.026,134.409
"CCR",88,"P1",2024-12-17,2.3,1013.7648,NA,NA,11,7.583,10.5296,88.072,134.365
"CCR",88,"P1",2024-12-17,2.4,1013.7648,NA,NA,11,7.5838,10.5331,88.087,134.396
"CCR",88,"P1",2024-12-17,2.5,1013.7648,NA,NA,11,7.5836,10.5366,88.071,134.384
"CCR",88,"P1",2024-12-17,2.6,1013.7648,NA,NA,11,7.5871,10.5318,88.071,134.387
"CCR",88,"P1",2024-12-17,2.7,1013.7648,NA,NA,11,7.5902,10.5182,88.062,134.359
"CCR",88,"P1",2024-12-17,2.8,1013.7648,NA,NA,11,7.5844,10.5349,87.965,134.406
"CCR",88,"P1",2024-12-17,2.9,1013.7648,NA,NA,11,7.5809,10.5328,88.042,134.47
"CCR",88,"P1",2024-12-17,3,1013.7648,NA,NA,11,7.5813,10.5279,88,134.452
"CCR",88,"P1",2024-12-17,3.1,1013.7648,NA,NA,11,7.581,10.5195,87.836,134.452
"CCR",88,"P1",2024-12-17,3.2,1013.7648,NA,NA,11,7.5811,10.5243,88.1,134.42
"CCR",88,"P1",2024-12-17,3.3,1013.7648,NA,NA,11,7.5796,10.5261,88.079,134.47
"CCR",88,"P1",2024-12-17,3.4,1013.7648,NA,NA,11,7.5796,10.5379,88.004,134.421
"CCR",88,"P1",2024-12-17,3.5,1013.7648,NA,NA,11,7.5784,10.5204,88.108,134.448
"CCR",88,"P1",2024-12-17,3.6,1013.7648,NA,NA,11,7.5808,10.5388,88.087,134.453
"CCR",88,"P1",2024-12-17,3.7,1013.7648,NA,NA,11,7.5794,10.5406,88.008,134.424
"CCR",88,"P1",2024-12-17,3.8,1013.7648,NA,NA,11,7.5783,10.5256,88.148,134.451
"CCR",88,"P1",2024-12-17,3.9,1013.7648,NA,NA,11,7.5808,10.5515,88.31,134.451
"CCR",88,"P1",2024-12-17,4,1013.7648,NA,NA,11,7.5826,10.5702,88.155,134.479
"CCR",88,"P1",2024-12-17,4.1,1013.7648,NA,NA,11,7.5774,10.5386,88.121,134.383
"CCR",88,"P1",2024-12-17,4.2,1013.7648,NA,NA,11,7.5746,10.5399,88.136,134.433
"CCR",88,"P1",2024-12-17,4.3,1013.7648,NA,NA,11,7.5769,10.5301,87.892,134.442
"CCR",88,"P1",2024-12-17,4.4,1013.7648,NA,NA,11,7.5761,10.5258,87.882,134.45
"CCR",88,"P1",2024-12-17,4.5,1013.7648,NA,NA,11,7.5745,10.5197,87.919,134.449
"CCR",88,"P1",2024-12-17,4.6,1013.7648,NA,NA,11,7.5759,10.5386,88.094,134.435
"CCR",88,"P1",2024-12-17,4.7,1013.7648,NA,NA,11,7.5756,10.5443,88.084,134.42
"CCR",88,"P1",2024-12-17,4.8,1013.7648,NA,NA,11,7.5745,10.5405,87.899,134.372
"CCR",88,"P1",2024-12-17,4.9,1013.7648,NA,NA,11,7.5731,10.5172,87.978,134.393
"CCR",88,"P1",2024-12-17,5,1013.7648,NA,NA,11,7.5727,10.527,88.106,134.42
"CCR",88,"P1",2024-12-17,5.1,1013.7648,NA,NA,11,7.5722,10.5401,88.172,134.39
"CCR",88,"P1",2024-12-17,5.2,1013.7648,NA,NA,11,7.573,10.5473,88.185,134.353
"CCR",88,"P1",2024-12-17,5.3,1013.7648,NA,NA,11,7.5722,10.5508,88.037,134.378
"CCR",88,"P1",2024-12-17,5.4,1013.7648,NA,NA,11,7.5731,10.5276,88.066,134.353
"CCR",88,"P1",2024-12-17,5.5,1013.7648,NA,NA,11,7.5717,10.534,88.118,134.395
"CCR",88,"P1",2024-12-17,5.6,1013.7648,NA,NA,11,7.5715,10.5428,88.154,134.395
"CCR",88,"P1",2024-12-17,5.7,1013.7648,NA,NA,11,7.5708,10.5482,88.297,134.384
"CCR",88,"P1",2024-12-17,5.8,1013.7648,NA,NA,11,7.5734,10.5588,88.057,134.351
"CCR",88,"P1",2024-12-17,5.9,1013.7648,NA,NA,11,7.5707,10.5343,88.054,134.409
"CCR",88,"P1",2024-12-17,6,1013.7648,NA,NA,11,7.5717,10.5368,88.074,134.398
"CCR",88,"P1",2024-12-17,6.1,1013.7648,NA,NA,11,7.5713,10.5368,88.109,134.404
"CCR",88,"P1",2024-12-17,6.2,1013.7648,NA,NA,11,7.5672,10.5517,88.245,134.315
"CCR",88,"P1",2024-12-17,6.3,1013.7648,NA,NA,11,7.5667,10.5583,88.141,134.416
"CCR",88,"P1",2024-12-17,6.4,1013.7648,NA,NA,11,7.5662,10.5568,88.024,134.414
"CCR",88,"P1",2024-12-17,6.5,1013.7648,NA,NA,11,7.5662,10.5388,87.921,134.434
"CCR",88,"P1",2024-12-17,6.6,1013.7648,NA,NA,11,7.5662,10.5169,88.012,134.413
"CCR",88,"P1",2024-12-17,6.7,1013.7648,NA,NA,11,7.5665,10.5288,87.931,134.374
"CCR",88,"P1",2024-12-17,6.8,1013.7648,NA,NA,11,7.5692,10.5474,87.959,134.315
"CCR",88,"P1",2024-12-17,6.9,1013.7648,NA,NA,11,7.5653,10.5238,87.848,134.36
"CCR",88,"P1",2024-12-17,7,1013.7648,NA,NA,11,7.5651,10.5123,87.823,134.356
"CCR",88,"P1",2024-12-17,7.1,1013.7648,NA,NA,11,7.5654,10.5068,87.861,134.373
"CCR",88,"P1",2024-12-17,7.2,1013.7648,NA,NA,11,7.5665,10.5124,87.881,134.333
"CCR",88,"P1",2024-12-17,7.3,1013.7648,NA,NA,11,7.5661,10.527,87.974,134.335
"CCR",88,"P1",2024-12-17,7.4,1013.7648,NA,NA,11,7.5658,10.5015,87.794,134.317
"CCR",88,"P1",2024-12-17,7.5,1013.7648,NA,NA,11,7.5654,10.5038,87.879,134.393
"CCR",88,"P1",2024-12-17,7.6,1013.7648,NA,NA,11,7.565,10.5092,87.864,134.33
"CCR",88,"P1",2024-12-17,7.7,1013.7648,NA,NA,11,7.5654,10.5113,87.869,134.31
"CCR",88,"P1",2024-12-17,7.8,1013.7648,NA,NA,11,7.5654,10.5124,87.884,134.278
"CCR",88,"P1",2024-12-17,7.9,1013.7648,NA,NA,11,7.5635,10.5136,88.171,134.36
"CCR",88,"P1",2024-12-17,8,1013.7648,NA,NA,11,7.5631,10.5524,88.198,134.348
"CCR",88,"P1",2024-12-17,8.1,1013.7648,NA,NA,11,7.5625,10.5558,88.072,134.321
"CCR",88,"P1",2024-12-17,8.2,1013.7648,NA,NA,11,7.5646,10.5338,88.127,134.333
"CCR",88,"P1",2024-12-17,8.3,1013.7648,NA,NA,11,7.5651,10.5459,88.035,134.244
"CCR",88,"P1",2024-12-17,8.4,1013.7648,NA,NA,11,7.5626,10.5416,87.941,134.225
"CCR",88,"P1",2024-12-17,8.5,1013.7648,NA,NA,11,7.5616,10.5333,87.937,134.247
"CCR",88,"P1",2024-12-17,8.6,1013.7648,NA,NA,11,7.5617,10.524,87.788,134.189
"CCR",88,"P1",2024-12-17,8.7,1013.7648,NA,NA,11,7.5606,10.5093,87.692,134.126
"CCR",88,"P1",2024-12-17,8.8,1013.7648,NA,NA,11,7.5598,10.5088,87.862,133.982
"CCR",88,"P1",2024-12-17,8.9,1013.7648,NA,NA,11,7.5571,10.5154,87.71,134.016
"CCR",88,"P1",2024-12-17,9,1013.7648,NA,NA,11,7.5583,10.4801,87.568,133.849
"CCR",88,"P1",2024-12-17,9.1,1013.7648,NA,NA,11,7.5589,10.4769,87.343,133.933
"CCR",88,"P1",2024-12-17,9.2,1013.7648,NA,NA,11,7.56,10.4775,87.458,133.916
"CCR",88,"P1",2024-12-17,9.3,1013.7648,NA,NA,11,7.5582,10.4635,87.585,134.052
"CCR",88,"P1",2024-12-17,9.4,1013.7648,NA,NA,11,7.5559,10.479,87.505,134.042
"CCR",88,"P1",2024-12-17,9.5,1013.7648,NA,NA,11,7.5569,10.4716,87.773,134.008
"CCR",88,"P1",2024-12-17,9.6,1013.7648,NA,NA,11,7.559,10.4985,87.668,133.405
"CCR",88,"P1",2024-12-17,9.7,1013.7648,NA,NA,11,7.5558,10.4769,87.163,133.684
"CCR",88,"P1",2024-12-17,9.8,1013.7648,NA,NA,11,7.5596,10.4433,87.311,133.923
"CCR",88,"P1",2024-12-17,9.9,1013.7648,NA,NA,11,7.5592,10.4476,87.396,133.917
"CCR",88,"P1",2024-12-17,10,1013.7648,NA,NA,11,7.5595,10.4499,87.544,133.84
"CCR",88,"P1",2024-12-17,10.1,1013.7648,NA,NA,11,7.5608,10.4805,87.587,133.597
"CCR",88,"P1",2024-12-17,10.2,1013.7648,NA,NA,11,7.5593,10.4877,87.411,133.698
"CCR",88,"P1",2024-12-17,10.3,1013.7648,NA,NA,11,7.5702,10.4272,87.179,133.934
"CCR",88,"P1",2024-12-17,10.4,1013.7648,NA,NA,11,7.5599,10.4601,87.353,133.835
"CCR",90,"C2",2024-12-17,0.1,561.7464,NA,NA,4,7.6571,10.8672,91.046,123.206
"CCR",90,"C2",2024-12-17,0.2,561.7464,NA,NA,4,8.0203,9.2644,82.265,126.466
"CCR",90,"C2",2024-12-17,0.3,561.7464,NA,NA,4,8.0653,9.6089,83.321,124.887
"CCR",90,"C2",2024-12-17,0.4,561.7464,NA,NA,4,8.0108,9.4353,79.083,124.625
"CCR",90,"C2",2024-12-17,0.5,561.7464,NA,NA,4,7.6339,10.887,90.99,123.277
"CCR",90,"C2",2024-12-17,0.6,561.7464,NA,NA,4,7.6054,10.882,91.182,123.313
"CCR",90,"C2",2024-12-17,0.7,561.7464,NA,NA,4,7.5939,10.9105,91.092,123.387
"CCR",90,"C2",2024-12-17,0.8,561.7464,NA,NA,4,7.6007,10.8761,90.962,123.438
"CCR",90,"C2",2024-12-17,0.9,561.7464,NA,NA,4,7.571,10.8807,90.951,123.487
"CCR",90,"C2",2024-12-17,1,561.7464,NA,NA,4,7.5695,10.8769,90.928,123.737
"CCR",90,"C2",2024-12-17,1.1,561.7464,NA,NA,4,7.4975,10.8907,90.996,124.078
"CCR",90,"C2",2024-12-17,1.2,561.7464,NA,NA,4,7.5578,10.9175,91.174,123.663
"CCR",90,"C2",2024-12-17,1.3,561.7464,NA,NA,4,7.5254,10.8925,91.178,124.382
"CCR",90,"C2",2024-12-17,1.4,561.7464,NA,NA,4,7.5251,10.9229,91.043,124.578
"CCR",90,"C2",2024-12-17,1.5,561.7464,NA,NA,4,7.4977,10.9295,91.24,124.515
"CCR",90,"C2",2024-12-17,1.6,561.7464,NA,NA,4,7.4957,10.9267,91.109,124.305
"CCR",90,"C2",2024-12-17,1.7,561.7464,NA,NA,4,7.4578,10.9207,90.901,123.61
"CCR",90,"C2",2024-12-17,1.8,561.7464,NA,NA,4,7.4104,10.9015,90.729,122.638
"CCR",90,"C2",2024-12-17,1.9,561.7464,NA,NA,4,7.4186,10.8861,90.659,122.672
"CCR",90,"C2",2024-12-17,2,561.7464,NA,NA,4,7.4113,10.9048,90.69,125.007
"CCR",90,"C2",2024-12-17,2.1,561.7464,NA,NA,4,7.4169,10.833,90.293,125.189
"CCR",90,"C2",2024-12-17,2.2,561.7464,NA,NA,4,7.4221,10.8278,90.202,125.434
"CCR",90,"C2",2024-12-17,2.3,561.7464,NA,NA,4,7.4279,10.84,90.338,126.468
"CCR",90,"C2",2024-12-17,2.4,561.7464,NA,NA,4,7.4282,10.8424,90.322,126.703
"CCR",90,"C2",2024-12-17,2.5,561.7464,NA,NA,4,7.4343,10.8366,90.237,126.205
"CCR",90,"C2",2024-12-17,2.6,561.7464,NA,NA,4,7.4234,10.8327,90.294,125.737
"CCR",90,"C2",2024-12-17,2.7,561.7464,NA,NA,4,7.4144,10.8426,90.129,126.168
"CCR",90,"C2",2024-12-17,2.8,561.7464,NA,NA,4,7.4225,10.8254,90.258,127.053
"CCR",90,"C2",2024-12-17,2.9,561.7464,NA,NA,4,7.434,10.831,90.249,125.918
"CCR",90,"C2",2024-12-17,3,561.7464,NA,NA,4,7.4225,10.8352,90.262,126.656
"CCR",90,"C2",2024-12-17,3.1,561.7464,NA,NA,4,7.4271,10.8272,90.16,127.068
"CCR",90,"C2",2024-12-17,3.2,561.7464,NA,NA,4,7.4315,10.8253,90.114,127.027
"CCR",90,"C2",2024-12-17,3.3,561.7464,NA,NA,4,7.4349,10.8328,90.407,126.996
"CCR",90,"C2",2024-12-17,3.4,561.7464,NA,NA,4,7.4467,10.832,90.147,126.961
"CCR",90,"C2",2024-12-17,3.4,561.7464,NA,NA,4,7.4517,10.8374,90.218,126.802
"CCR",50,"P2",2025-02-26,0.1,1527.3528,NA,NA,22.6,5.314,8.7481,68.575,140.138
"CCR",50,"P2",2025-02-26,0.2,1527.3528,NA,NA,22.6,5.3136,8.9005,69.746,140.184
"CCR",50,"P2",2025-02-26,0.3,1527.3528,NA,NA,22.6,5.3562,12.0796,95.171,140.114
"CCR",50,"P2",2025-02-26,0.4,1527.3528,NA,NA,22.6,5.3468,12.0227,95.022,140.149
"CCR",50,"P2",2025-02-26,0.5,1527.3528,NA,NA,22.6,5.3397,12.0051,94.876,140.143
"CCR",50,"P2",2025-02-26,0.6,1527.3528,NA,NA,22.6,5.3335,12.0174,94.793,140.115
"CCR",50,"P2",2025-02-26,0.7,1527.3528,NA,NA,22.6,5.3011,12.3477,89.825,140.185
"CCR",50,"P2",2025-02-26,0.8,1527.3528,NA,NA,22.6,5.2943,12.0077,94.761,140.127
"CCR",50,"P2",2025-02-26,0.9,1527.3528,NA,NA,22.6,5.2873,12.0076,94.823,140.1
"CCR",50,"P2",2025-02-26,1,1527.3528,NA,NA,22.6,5.2844,12.0232,94.883,140.107
"CCR",50,"P2",2025-02-26,1.1,1527.3528,NA,NA,22.6,5.2793,12.0063,94.663,140.162
"CCR",50,"P2",2025-02-26,1.2,1527.3528,NA,NA,22.6,5.2735,11.9929,94.68,140.122
"CCR",50,"P2",2025-02-26,1.3,1527.3528,NA,NA,22.6,5.2719,12.0211,94.818,140.111
"CCR",50,"P2",2025-02-26,1.4,1527.3528,NA,NA,22.6,5.2721,12.0168,94.791,140.173
"CCR",50,"P2",2025-02-26,1.5,1527.3528,NA,NA,22.6,5.2755,12.0263,94.793,140.126
"CCR",50,"P2",2025-02-26,1.6,1527.3528,NA,NA,22.6,5.2694,12.0163,94.867,140.181
"CCR",50,"P2",2025-02-26,1.7,1527.3528,NA,NA,22.6,5.2656,12.0015,94.61,140.172
"CCR",50,"P2",2025-02-26,1.8,1527.3528,NA,NA,22.6,5.2581,11.9988,94.73,140.149
"CCR",50,"P2",2025-02-26,1.9,1527.3528,NA,NA,22.6,5.2529,12.0048,94.703,140.196
"CCR",50,"P2",2025-02-26,2,1527.3528,NA,NA,22.6,5.2439,12.0111,94.563,140.24
"CCR",50,"P2",2025-02-26,2.1,1527.3528,NA,NA,22.6,5.24,11.9959,94.594,140.235
"CCR",50,"P2",2025-02-26,2.2,1527.3528,NA,NA,22.6,5.239,11.9915,94.536,140.212
"CCR",50,"P2",2025-02-26,2.3,1527.3528,NA,NA,22.6,5.2376,12.0129,94.575,140.235
"CCR",50,"P2",2025-02-26,2.4,1527.3528,NA,NA,22.6,5.2254,12.0007,94.45,140.224
"CCR",50,"P2",2025-02-26,2.5,1527.3528,NA,NA,22.6,5.2197,12.0012,94.45,140.279
"CCR",50,"P2",2025-02-26,2.6,1527.3528,NA,NA,22.6,5.2185,11.963,94.27,140.26
"CCR",50,"P2",2025-02-26,2.7,1527.3528,NA,NA,22.6,5.2146,11.9727,94.24,140.282
"CCR",50,"P2",2025-02-26,2.8,1527.3528,NA,NA,22.6,5.2252,11.9789,94.353,140.293
"CCR",50,"P2",2025-02-26,2.9,1527.3528,NA,NA,22.6,5.225,11.9631,94.27,140.26
"CCR",50,"P2",2025-02-26,3,1527.3528,NA,NA,22.6,5.2128,11.9696,94.172,140.238
"CCR",50,"P2",2025-02-26,3.1,1527.3528,NA,NA,22.6,5.2191,11.9576,94.228,140.282
"CCR",50,"P2",2025-02-26,3.2,1527.3528,NA,NA,22.6,5.219,11.9494,94.225,140.291
"CCR",50,"P2",2025-02-26,3.3,1527.3528,NA,NA,22.6,5.2161,11.9539,94.218,140.279
"CCR",50,"P2",2025-02-26,3.4,1527.3528,NA,NA,22.6,5.2185,11.9727,94.38,140.23
"CCR",50,"P2",2025-02-26,3.5,1527.3528,NA,NA,22.6,5.2133,11.9599,94.181,140.275
"CCR",50,"P2",2025-02-26,3.6,1527.3528,NA,NA,22.6,5.1652,11.9656,94.127,140.303
"CCR",50,"P2",2025-02-26,3.7,1527.3528,NA,NA,22.6,5.1628,11.9735,94.07,140.354
"CCR",50,"P2",2025-02-26,3.8,1527.3528,NA,NA,22.6,5.1668,11.9721,93.871,140.417
"CCR",50,"P2",2025-02-26,3.9,1527.3528,NA,NA,22.6,5.1705,11.9427,94.05,140.332
"CCR",50,"P2",2025-02-26,4,1527.3528,NA,NA,22.6,5.1754,11.9714,93.823,140.343
"CCR",50,"P2",2025-02-26,4.1,1527.3528,NA,NA,22.6,5.165,11.9354,94.234,140.283
"CCR",50,"P2",2025-02-26,4.2,1527.3528,NA,NA,22.6,5.1488,11.9627,94.173,140.35
"CCR",50,"P2",2025-02-26,4.3,1527.3528,NA,NA,22.6,5.1824,11.9697,94.142,140.341
"CCR",50,"P2",2025-02-26,4.4,1527.3528,NA,NA,22.6,5.1847,11.9523,93.844,140.233
"CCR",50,"P2",2025-02-26,4.5,1527.3528,NA,NA,22.6,5.1484,11.9723,94.247,140.385
"CCR",50,"P2",2025-02-26,4.6,1527.3528,NA,NA,22.6,5.1442,11.9487,93.957,140.342
"CCR",50,"P2",2025-02-26,4.7,1527.3528,NA,NA,22.6,5.2051,11.9921,94.302,140.288
"CCR",50,"P2",2025-02-26,4.8,1527.3528,NA,NA,22.6,5.1996,11.9644,94.325,140.239
"CCR",50,"P2",2025-02-26,4.9,1527.3528,NA,NA,22.6,5.1898,11.9663,94.172,140.295
"CCR",50,"P2",2025-02-26,5,1527.3528,NA,NA,22.6,5.1007,11.9566,93.731,140.418
"CCR",50,"P2",2025-02-26,5.1,1527.3528,NA,NA,22.6,5.0915,11.9401,93.993,140.547
"CCR",50,"P2",2025-02-26,5.2,1527.3528,NA,NA,22.6,5.0913,11.9649,94.075,140.452
"CCR",50,"P2",2025-02-26,5.3,1527.3528,NA,NA,22.6,5.0894,11.9852,93.998,140.509
"CCR",50,"P2",2025-02-26,5.4,1527.3528,NA,NA,22.6,5.1037,11.9591,93.899,140.447
"CCR",50,"P2",2025-02-26,5.5,1527.3528,NA,NA,22.6,5.0678,11.9592,93.709,140.528
"CCR",50,"P2",2025-02-26,5.6,1527.3528,NA,NA,22.6,5.06,11.9439,93.778,140.494
"CCR",50,"P2",2025-02-26,5.7,1527.3528,NA,NA,22.6,5.0822,12.0094,94.13,140.516
"CCR",50,"P2",2025-02-26,5.8,1527.3528,NA,NA,22.6,5.0921,11.9821,93.864,140.549
"CCR",50,"P2",2025-02-26,5.9,1527.3528,NA,NA,22.6,5.0581,11.9446,93.828,140.53
"CCR",50,"P2",2025-02-26,6,1527.3528,NA,NA,22.6,5.0415,11.9736,93.509,140.804
"CCR",50,"P2",2025-02-26,6.1,1527.3528,NA,NA,22.6,4.8964,11.9403,93.245,141.021
"CCR",50,"P2",2025-02-26,6.2,1527.3528,NA,NA,22.6,4.8684,11.9426,93.227,141.023
"CCR",50,"P2",2025-02-26,6.3,1527.3528,NA,NA,22.6,4.854,11.9456,93.159,141.144
"CCR",50,"P2",2025-02-26,6.4,1527.3528,NA,NA,22.6,4.841,11.9401,93.014,141.309
"CCR",50,"P2",2025-02-26,6.5,1527.3528,NA,NA,22.6,4.8185,11.9345,93.152,141.208
"CCR",50,"P2",2025-02-26,6.6,1527.3528,NA,NA,22.6,4.8274,11.9466,93.107,141.195
"CCR",50,"P2",2025-02-26,6.7,1527.3528,NA,NA,22.6,4.8144,11.9378,93.036,141.216
"CCR",50,"P2",2025-02-26,6.8,1527.3528,NA,NA,22.6,4.8152,11.9227,93.085,141.186
"CCR",50,"P2",2025-02-26,6.9,1527.3528,NA,NA,22.6,4.8233,11.935,92.944,141.2
"CCR",50,"P2",2025-02-26,7,1527.3528,NA,NA,22.6,4.7986,11.9097,92.834,141.121
"CCR",50,"P2",2025-02-26,7.1,1527.3528,NA,NA,22.6,4.7611,11.9292,92.872,141.401
"CCR",50,"P2",2025-02-26,7.2,1527.3528,NA,NA,22.6,4.7457,11.9312,92.736,141.447
"CCR",50,"P2",2025-02-26,7.3,1527.3528,NA,NA,22.6,4.7301,11.9078,92.738,141.591
"CCR",50,"P2",2025-02-26,7.4,1527.3528,NA,NA,22.6,4.699,11.9334,92.645,141.649
"CCR",50,"P2",2025-02-26,7.5,1527.3528,NA,NA,22.6,4.6971,11.9309,92.639,141.665
"CCR",50,"P2",2025-02-26,7.6,1527.3528,NA,NA,22.6,4.6665,11.9169,92.554,141.72
"CCR",50,"P2",2025-02-26,7.7,1527.3528,NA,NA,22.6,4.6585,11.935,92.644,141.685
"CCR",50,"P2",2025-02-26,7.8,1527.3528,NA,NA,22.6,4.6471,11.9252,92.7,141.862
"CCR",50,"P2",2025-02-26,7.9,1527.3528,NA,NA,22.6,4.6327,11.9526,92.609,141.933
"CCR",50,"P2",2025-02-26,8,1527.3528,NA,NA,22.6,4.6229,11.9488,92.629,141.955
"CCR",50,"P2",2025-02-26,8.1,1527.3528,NA,NA,22.6,4.6214,11.9566,92.808,141.967
"CCR",50,"P2",2025-02-26,8.2,1527.3528,NA,NA,22.6,4.6162,11.9591,92.717,141.985
"CCR",50,"P2",2025-02-26,8.3,1527.3528,NA,NA,22.6,4.612,11.9659,92.737,141.873
"CCR",50,"P2",2025-02-26,8.4,1527.3528,NA,NA,22.6,4.6024,11.9557,92.633,141.855
"CCR",50,"P2",2025-02-26,8.5,1527.3528,NA,NA,22.6,4.5987,11.9483,92.426,141.857
"CCR",50,"P2",2025-02-26,8.6,1527.3528,NA,NA,22.6,4.595,11.9248,92.601,141.875
"CCR",50,"P2",2025-02-26,8.7,1527.3528,NA,NA,22.6,4.5972,11.9456,92.63,141.857
"CCR",50,"P2",2025-02-26,8.8,1527.3528,NA,NA,22.6,4.597,11.9521,92.597,141.958
"CCR",50,"P2",2025-02-26,8.9,1527.3528,NA,NA,22.6,4.5881,11.9254,92.492,141.885
"CCR",50,"P2",2025-02-26,9,1527.3528,NA,NA,22.6,4.5457,11.9362,92.336,141.893
"CCR",50,"P2",2025-02-26,9.1,1527.3528,NA,NA,22.6,4.5352,11.9294,92.517,141.89
"CCR",50,"P2",2025-02-26,9.2,1527.3528,NA,NA,22.6,4.5309,11.9617,92.602,141.933
"CCR",50,"P2",2025-02-26,9.3,1527.3528,NA,NA,22.6,4.5166,11.966,92.429,141.951
"CCR",50,"P2",2025-02-26,9.4,1527.3528,NA,NA,22.6,4.499,11.9402,92.317,142.034
"CCR",50,"P2",2025-02-26,9.5,1527.3528,NA,NA,22.6,4.4951,11.9408,92.373,141.943
"CCR",50,"P2",2025-02-26,9.6,1527.3528,NA,NA,22.6,4.4953,11.9506,92.406,141.905
"CCR",50,"P2",2025-02-26,9.7,1527.3528,NA,NA,22.6,4.4778,11.95,92.322,142.035
"CCR",50,"P2",2025-02-26,9.8,1527.3528,NA,NA,22.6,4.4597,11.9193,92.062,142.076
"CCR",50,"P2",2025-02-26,9.9,1527.3528,NA,NA,22.6,4.4471,11.9216,92.094,142.12
"CCR",50,"P2",2025-02-26,10,1527.3528,NA,NA,22.6,4.4436,11.9327,92.111,142.176
"CCR",50,"P2",2025-02-26,10.1,1527.3528,NA,NA,22.6,4.4407,11.938,92.057,142.144
"CCR",50,"P2",2025-02-26,10.2,1527.3528,NA,NA,22.6,4.4315,11.9084,91.957,142.209
"CCR",50,"P2",2025-02-26,10.3,1527.3528,NA,NA,22.6,4.4216,11.933,91.967,142.218
"CCR",50,"P2",2025-02-26,10.4,1527.3528,NA,NA,22.6,4.4181,11.9148,91.897,142.228
"CCR",50,"P2",2025-02-26,10.5,1527.3528,NA,NA,22.6,4.4141,11.9015,91.741,142.277
"CCR",50,"P2",2025-02-26,10.6,1527.3528,NA,NA,22.6,4.4141,11.8882,91.813,142.285
"CCR",50,"P2",2025-02-26,10.7,1527.3528,NA,NA,22.6,4.4116,11.9116,91.955,142.249
"CCR",50,"P2",2025-02-26,10.8,1527.3528,NA,NA,22.6,4.4114,11.919,91.886,142.298
"CCR",50,"P2",2025-02-26,10.9,1527.3528,NA,NA,22.6,4.4104,11.9068,91.843,142.256
"CCR",50,"P2",2025-02-26,11,1527.3528,NA,NA,22.6,4.4105,11.9001,91.861,142.25
"CCR",50,"P2",2025-02-26,11.1,1527.3528,NA,NA,22.6,4.4113,11.9026,91.808,142.246
"CCR",50,"P2",2025-02-26,11.2,1527.3528,NA,NA,22.6,4.4123,11.9049,91.93,142.221
"CCR",50,"P2",2025-02-26,11.3,1527.3528,NA,NA,22.6,4.4122,11.9118,91.887,142.242
"CCR",50,"P2",2025-02-26,11.4,1527.3528,NA,NA,22.6,4.4125,11.9084,91.97,142.271
"CCR",50,"P2",2025-02-26,11.5,1527.3528,NA,NA,22.6,4.4123,11.9209,92.059,142.269
"CCR",50,"P2",2025-02-26,11.6,1527.3528,NA,NA,22.6,4.4114,11.9029,91.884,142.24
"CCR",50,"P2",2025-02-26,11.7,1527.3528,NA,NA,22.6,4.4139,11.9246,91.978,142.284
"CCR",50,"P2",2025-02-26,11.8,1527.3528,NA,NA,22.6,4.4119,11.9092,91.954,142.305
"CCR",50,"P2",2025-02-26,11.9,1527.3528,NA,NA,22.6,4.4106,11.9232,91.933,142.253
"CCR",50,"P2",2025-02-26,12,1527.3528,NA,NA,22.6,4.4106,11.9104,91.888,142.299
"CCR",50,"P2",2025-02-26,12.1,1527.3528,NA,NA,22.6,4.41,11.8976,91.746,142.256
"CCR",50,"P2",2025-02-26,12.2,1527.3528,NA,NA,22.6,4.4102,11.8993,91.951,142.267
"CCR",50,"P2",2025-02-26,12.3,1527.3528,NA,NA,22.6,4.4082,11.9175,91.866,142.306
"CCR",50,"P2",2025-02-26,12.4,1527.3528,NA,NA,22.6,4.4049,11.9084,91.872,142.291
"CCR",50,"P2",2025-02-26,12.5,1527.3528,NA,NA,22.6,4.403,11.8903,91.793,142.361
