"Reservoir","Site","Site_code","Date","Depth_m","Distance","Dry_start","Dry_end","Max_Depth_Site_m","Temp_C","DO_mgL","DOsat_percent","SpCond_uScm"
"CCR",50,"P2",2024-07-11,17.1,1527.3528,68.58,202.692,22,11.3597,4.3072,38.563,125.716
"CCR",50,"P2",2024-07-11,17.2,1527.3528,68.58,202.692,22,11.3559,4.2099,38.934,125.682
"CCR",50,"P2",2024-07-11,17.3,1527.3528,68.58,202.692,22,11.3473,4.2488,38.13,125.767
"CCR",50,"P2",2024-07-11,17.4,1527.3528,68.58,202.692,22,11.349,4.0389,36.525,125.792
"CCR",50,"P2",2024-07-11,17.5,1527.3528,68.58,202.692,22,11.3501,4.0355,36.608,125.977
"CCR",50,"P2",2024-07-11,17.6,1527.3528,68.58,202.692,22,11.3436,3.8446,34.309,125.805
"CCR",50,"P2",2024-07-11,17.7,1527.3528,68.58,202.692,22,11.3348,3.7333,34.036,125.948
"CCR",50,"P2",2024-07-11,17.8,1527.3528,68.58,202.692,22,11.3214,3.7331,34.457,126.311
"CCR",50,"P2",2024-07-11,17.9,1527.3528,68.58,202.692,22,11.3056,3.7748,34.013,126.676
"CCR",50,"P2",2024-07-11,18,1527.3528,68.58,202.692,22,11.2939,3.6668,32.21,127.174
"CCR",50,"P2",2024-07-11,18.1,1527.3528,68.58,202.692,22,11.2823,3.4944,30.686,127.679
"CCR",50,"P2",2024-07-11,18.2,1527.3528,68.58,202.692,22,11.2694,3.3616,29.238,127.715
"CCR",50,"P2",2024-07-11,18.3,1527.3528,68.58,202.692,22,11.2645,3.1274,29.202,127.728
"CCR",50,"P2",2024-07-11,18.4,1527.3528,68.58,202.692,22,11.2565,3.2683,29.884,127.768
"CCR",50,"P2",2024-07-11,18.5,1527.3528,68.58,202.692,22,11.2601,3.3004,30.054,128.658
"CCR",50,"P2",2024-07-11,18.6,1527.3528,68.58,202.692,22,11.2062,3.2445,27.145,131.091
"CCR",50,"P2",2024-07-11,18.7,1527.3528,68.58,202.692,22,11.0741,2.5851,17.094,133.768
"CCR",50,"P2",2024-07-11,18.8,1527.3528,68.58,202.692,22,11.0518,1.9248,17.393,133.071
"CCR",50,"P2",2024-07-11,18.9,1527.3528,68.58,202.692,22,10.9213,1.5635,10.473,135.345
"CCR",50,"P2",2024-07-11,19,1527.3528,68.58,202.692,22,10.7889,0.8492,3.647,136.386
"CCR",50,"P2",2024-07-11,19.1,1527.3528,68.58,202.692,22,10.7141,0.1449,0,137.816
"CCR",50,"P2",2024-07-11,19.2,1527.3528,68.58,202.692,22,10.669,0,0,138.884
"CCR",50,"P2",2024-07-11,19.3,1527.3528,68.58,202.692,22,10.6561,0,0,139.898
"CCR",88,"P1",2024-07-11,0.1,1013.7648,68.58,202.692,12.5,28.0512,6.3398,82.329,115.143
"CCR",88,"P1",2024-07-11,0.2,1013.7648,68.58,202.692,12.5,28.0659,6.4042,84.495,115.333
"CCR",88,"P1",2024-07-11,0.3,1013.7648,68.58,202.692,12.5,28.1369,6.5198,88.961,115.406
"CCR",88,"P1",2024-07-11,0.4,1013.7648,68.58,202.692,12.5,28.34,7.873,101.035,116.029
"CCR",88,"P1",2024-07-11,0.5,1013.7648,68.58,202.692,12.5,28.332,7.9172,101.381,116.236
"CCR",88,"P1",2024-07-11,0.6,1013.7648,68.58,202.692,12.5,28.3303,7.9019,101.771,116.288
"CCR",88,"P1",2024-07-11,0.7,1013.7648,68.58,202.692,12.5,27.5304,5.3801,68.02,115.328
"CCR",88,"P1",2024-07-11,0.8,1013.7648,68.58,202.692,12.5,28.0587,6.8487,87.993,115.186
"CCR",88,"P1",2024-07-11,0.9,1013.7648,68.58,202.692,12.5,28.3186,7.8889,101.452,116.258
"CCR",88,"P1",2024-07-11,1,1013.7648,68.58,202.692,12.5,28.3168,7.8926,101.426,116.127
"CCR",88,"P1",2024-07-11,1.1,1013.7648,68.58,202.692,12.5,28.3141,7.8929,101.476,116.262
"CCR",88,"P1",2024-07-11,1.2,1013.7648,68.58,202.692,12.5,28.3113,7.897,101.32,116.326
"CCR",88,"P1",2024-07-11,1.3,1013.7648,68.58,202.692,12.5,28.3058,7.8857,101.457,116.247
"CCR",88,"P1",2024-07-11,1.4,1013.7648,68.58,202.692,12.5,28.301,7.8971,101.278,116.28
"CCR",88,"P1",2024-07-11,1.5,1013.7648,68.58,202.692,12.5,28.2972,7.8891,101.18,116.283
"CCR",88,"P1",2024-07-11,1.6,1013.7648,68.58,202.692,12.5,28.2919,7.8754,101.47,116.299
"CCR",88,"P1",2024-07-11,1.7,1013.7648,68.58,202.692,12.5,28.2858,7.8922,101.531,116.281
"CCR",88,"P1",2024-07-11,1.8,1013.7648,68.58,202.692,12.5,28.2757,7.9081,101.219,116.278
"CCR",88,"P1",2024-07-11,1.9,1013.7648,68.58,202.692,12.5,28.2624,7.8945,100.986,116.302
"CCR",88,"P1",2024-07-11,2,1013.7648,68.58,202.692,12.5,28.2513,7.8694,100.921,116.273
"CCR",88,"P1",2024-07-11,2.1,1013.7648,68.58,202.692,12.5,28.2293,7.8653,100.533,116.245
"CCR",88,"P1",2024-07-11,2.2,1013.7648,68.58,202.692,12.5,28.205,7.849,100.263,116.149
"CCR",88,"P1",2024-07-11,2.3,1013.7648,68.58,202.692,12.5,28.1722,7.8219,100.109,116.121
"CCR",88,"P1",2024-07-11,2.4,1013.7648,68.58,202.692,12.5,28.1596,7.8145,99.957,116.147
"CCR",88,"P1",2024-07-11,2.5,1013.7648,68.58,202.692,12.5,28.1489,7.8012,99.89,116.082
"CCR",88,"P1",2024-07-11,2.6,1013.7648,68.58,202.692,12.5,28.1382,7.7974,99.724,116.203
"CCR",88,"P1",2024-07-11,2.7,1013.7648,68.58,202.692,12.5,28.1288,7.7921,99.296,116.217
"CCR",88,"P1",2024-07-11,2.8,1013.7648,68.58,202.692,12.5,28.122,7.7661,99.049,116.16
"CCR",88,"P1",2024-07-11,2.9,1013.7648,68.58,202.692,12.5,28.1101,7.7375,99.198,116.094
"CCR",88,"P1",2024-07-11,3,1013.7648,68.58,202.692,12.5,28.0864,7.7457,99.216,116.065
"CCR",88,"P1",2024-07-11,3.1,1013.7648,68.58,202.692,12.5,28.0756,7.7557,99.024,116.082
"CCR",88,"P1",2024-07-11,3.2,1013.7648,68.58,202.692,12.5,28.0695,7.747,98.954,116.125
"CCR",88,"P1",2024-07-11,3.3,1013.7648,68.58,202.692,12.5,28.0673,7.7322,99.229,116.157
"CCR",88,"P1",2024-07-11,3.4,1013.7648,68.58,202.692,12.5,28.065,7.7398,99.382,116.129
"CCR",88,"P1",2024-07-11,3.5,1013.7648,68.58,202.692,12.5,28.0602,7.7637,99.356,116.112
"CCR",88,"P1",2024-07-11,3.6,1013.7648,68.58,202.692,12.5,28.0565,7.7702,99.405,116.1
"CCR",88,"P1",2024-07-11,3.7,1013.7648,68.58,202.692,12.5,28.0505,7.7685,99.558,116.064
"CCR",88,"P1",2024-07-11,3.8,1013.7648,68.58,202.692,12.5,28.0438,7.7816,99.48,116.055
"CCR",88,"P1",2024-07-11,3.9,1013.7648,68.58,202.692,12.5,28.0391,7.7851,99.391,116.04
"CCR",88,"P1",2024-07-11,4,1013.7648,68.58,202.692,12.5,28.0315,7.776,99.459,116.07
"CCR",88,"P1",2024-07-11,4.1,1013.7648,68.58,202.692,12.5,28.0226,7.7753,99.639,116.063
"CCR",88,"P1",2024-07-11,4.2,1013.7648,68.58,202.692,12.5,28.0126,7.7923,99.48,116.023
"CCR",88,"P1",2024-07-11,4.3,1013.7648,68.58,202.692,12.5,28.002,7.7916,99.183,115.945
"CCR",88,"P1",2024-07-11,4.4,1013.7648,68.58,202.692,12.5,27.9931,7.768,98.949,115.933
"CCR",88,"P1",2024-07-11,4.5,1013.7648,68.58,202.692,12.5,27.9783,7.7538,98.476,115.973
"CCR",88,"P1",2024-07-11,4.6,1013.7648,68.58,202.692,12.5,27.9525,7.7263,97.829,115.935
"CCR",88,"P1",2024-07-11,4.7,1013.7648,68.58,202.692,12.5,27.9072,7.6871,96.649,115.824
"CCR",88,"P1",2024-07-11,4.8,1013.7648,68.58,202.692,12.5,27.8269,7.6243,94.145,115.694
"CCR",88,"P1",2024-07-11,4.9,1013.7648,68.58,202.692,12.5,27.7364,7.5482,91.27,115.718
"CCR",88,"P1",2024-07-11,5,1013.7648,68.58,202.692,12.5,27.5247,7.325,85.663,115.808
"CCR",88,"P1",2024-07-11,5.1,1013.7648,68.58,202.692,12.5,27.2734,6.7896,80.977,115.618
"CCR",88,"P1",2024-07-11,5.2,1013.7648,68.58,202.692,12.5,27.1219,6.4848,81.06,115.334
"CCR",88,"P1",2024-07-11,5.3,1013.7648,68.58,202.692,12.5,26.7278,6.4903,82.887,114.715
"CCR",88,"P1",2024-07-11,5.4,1013.7648,68.58,202.692,12.5,25.7346,6.7618,91.056,113.661338
"CCR",88,"P1",2024-07-11,5.5,1013.7648,68.58,202.692,12.5,24.2614,7.6406,108.865,115.569
"CCR",88,"P1",2024-07-11,5.6,1013.7648,68.58,202.692,12.5,23.2834,8.9632,116.355,116.087
"CCR",88,"P1",2024-07-11,5.7,1013.7648,68.58,202.692,12.5,22.4028,9.9481,118.048,116.47
"CCR",88,"P1",2024-07-11,5.8,1013.7648,68.58,202.692,12.5,21.7313,10.3698,115.474,116.851
"CCR",88,"P1",2024-07-11,5.9,1013.7648,68.58,202.692,12.5,21.0124,10.2875,110.371,116.939
"CCR",88,"P1",2024-07-11,6,1013.7648,68.58,202.692,12.5,20.6267,9.9763,111.441,117.19
"CCR",88,"P1",2024-07-11,6.1,1013.7648,68.58,202.692,12.5,20.2509,10.0043,113.8,117.673
"CCR",88,"P1",2024-07-11,6.2,1013.7648,68.58,202.692,12.5,19.8441,10.3762,112.549,117.789
"CCR",88,"P1",2024-07-11,6.3,1013.7648,68.58,202.692,12.5,19.5207,10.2643,110.318,117.726
"CCR",88,"P1",2024-07-11,6.4,1013.7648,68.58,202.692,12.5,19.1255,10.2035,107.35,117.769
"CCR",88,"P1",2024-07-11,6.5,1013.7648,68.58,202.692,12.5,18.661,10.0209,100.16,117.294
"CCR",88,"P1",2024-07-11,6.6,1013.7648,68.58,202.692,12.5,18.1513,9.6533,92.508,113.476
"CCR",88,"P1",2024-07-11,7.3,1013.7648,68.58,202.692,12.5,14.9652,4.9695,43.367,122.309
"CCR",88,"P1",2024-07-11,7.4,1013.7648,68.58,202.692,12.5,14.8037,4.5856,43.701,122.48
"CCR",88,"P1",2024-07-11,7.5,1013.7648,68.58,202.692,12.5,14.5072,4.4527,45.613,122.892
"CCR",88,"P1",2024-07-11,7.6,1013.7648,68.58,202.692,12.5,14.1507,4.6832,39.504,123.238
"CCR",88,"P1",2024-07-11,7.7,1013.7648,68.58,202.692,12.5,13.9109,4.3226,32.314,123.131
"CCR",88,"P1",2024-07-11,7.8,1013.7648,68.58,202.692,12.5,13.5899,3.3575,32.366,123.507
"CCR",88,"P1",2024-07-11,7.9,1013.7648,68.58,202.692,12.5,13.2426,3.2461,39.369,123.868
"CCR",88,"P1",2024-07-11,8,1013.7648,68.58,202.692,12.5,12.9993,3.888,43.749,123.859
"CCR",88,"P1",2024-07-11,8.1,1013.7648,68.58,202.692,12.5,12.8274,4.5501,43.364,123.922
"CCR",88,"P1",2024-07-11,8.2,1013.7648,68.58,202.692,12.5,12.6417,4.6048,47.136,124.193
"CCR",88,"P1",2024-07-11,8.3,1013.7648,68.58,202.692,12.5,12.4948,5.0224,54.156,124.491
"CCR",88,"P1",2024-07-11,8.4,1013.7648,68.58,202.692,12.5,12.388,5.646,55.39,124.577
"CCR",88,"P1",2024-07-11,8.5,1013.7648,68.58,202.692,12.5,12.2995,5.927,53.564,124.537
"CCR",88,"P1",2024-07-11,8.6,1013.7648,68.58,202.692,12.5,12.2252,5.741,50.008,124.616
"CCR",88,"P1",2024-07-11,8.7,1013.7648,68.58,202.692,12.5,12.1804,5.3653,46.017,124.593
"CCR",88,"P1",2024-07-11,8.8,1013.7648,68.58,202.692,12.5,12.151,5.0285,44.294,124.74
"CCR",88,"P1",2024-07-11,8.9,1013.7648,68.58,202.692,12.5,12.1042,4.7605,42.164,124.882
"CCR",88,"P1",2024-07-11,9,1013.7648,68.58,202.692,12.5,12.0973,4.5324,41.488,124.974
"CCR",88,"P1",2024-07-11,9.1,1013.7648,68.58,202.692,12.5,12.0821,4.4524,42.457,125.298
"CCR",88,"P1",2024-07-11,9.2,1013.7648,68.58,202.692,12.5,12.0367,4.5703,44.691,125.348
"CCR",88,"P1",2024-07-11,9.3,1013.7648,68.58,202.692,12.5,12.0044,4.8142,45.556,125.383
"CCR",88,"P1",2024-07-11,9.4,1013.7648,68.58,202.692,12.5,11.9815,4.9097,38.512,125.316
"CCR",88,"P1",2024-07-11,9.5,1013.7648,68.58,202.692,12.5,11.9491,3.8144,24.176,125.298
"CCR",88,"P1",2024-07-11,9.6,1013.7648,68.58,202.692,12.5,11.9326,2.446,21.882,125.362
"CCR",88,"P1",2024-07-11,9.7,1013.7648,68.58,202.692,12.5,11.9128,2.4258,25.668,124.719
"CCR",88,"P1",2024-07-11,9.8,1013.7648,68.58,202.692,12.5,11.8853,2.6857,27.563,121.805
"CCR",88,"P1",2024-07-11,10.4,1013.7648,68.58,202.692,12.5,11.8094,3.5676,33.565,125.512
"CCR",88,"P1",2024-07-11,10.5,1013.7648,68.58,202.692,12.5,11.7897,3.6335,34.264,125.521
"CCR",88,"P1",2024-07-11,10.6,1013.7648,68.58,202.692,12.5,11.753,3.7122,35.126,125.673
"CCR",88,"P1",2024-07-11,10.7,1013.7648,68.58,202.692,12.5,11.7334,3.8073,34.835,125.864
"CCR",88,"P1",2024-07-11,10.8,1013.7648,68.58,202.692,12.5,11.7162,3.7496,33.394,125.878
"CCR",88,"P1",2024-07-11,10.9,1013.7648,68.58,202.692,12.5,11.7096,3.6215,32.31,125.837
"CCR",88,"P1",2024-07-11,11,1013.7648,68.58,202.692,12.5,11.6947,3.5051,31.482,125.862
"CCR",88,"P1",2024-07-11,11.1,1013.7648,68.58,202.692,12.5,11.6735,3.4169,31.285,125.868
"CCR",88,"P1",2024-07-11,11.2,1013.7648,68.58,202.692,12.5,11.6562,3.4106,32.564,125.886
"CCR",88,"P1",2024-07-11,11.3,1013.7648,68.58,202.692,12.5,11.6477,3.5736,33.957,126.25
"CCR",88,"P1",2024-07-11,11.4,1013.7648,68.58,202.692,12.5,11.64,3.6883,33.933,127.883
"CCR",88,"P1",2024-07-11,11.5,1013.7648,68.58,202.692,12.5,11.6191,3.6501,29.663,128.267
"CCR",88,"P1",2024-07-11,11.6,1013.7648,68.58,202.692,12.5,11.5612,2.3961,22.556,128.635
"CCR",88,"P1",2024-07-11,11.6,1013.7648,68.58,202.692,12.5,11.5561,2.4212,23.602,128.173
"CCR",90,"C2",2024-07-11,0.1,561.7464,68.58,202.692,5,27.8948,6.5297,85.158,115.358
"CCR",90,"C2",2024-07-11,0.2,561.7464,68.58,202.692,5,28.0556,7.825,100.03,116.14
"CCR",90,"C2",2024-07-11,0.3,561.7464,68.58,202.692,5,28.0624,7.4475,94.657,116.086
"CCR",90,"C2",2024-07-11,0.4,561.7464,68.58,202.692,5,28.0638,7.8098,100.07,116.054
"CCR",90,"C2",2024-07-11,0.5,561.7464,68.58,202.692,5,27.4608,5.0153,61.87,114.792
"CCR",90,"C2",2024-07-11,0.6,561.7464,68.58,202.692,5,28.0685,7.5528,96.544,116.09
"CCR",90,"C2",2024-07-11,0.7,561.7464,68.58,202.692,5,28.0655,7.5626,96.918,116.072
"CCR",90,"C2",2024-07-11,0.8,561.7464,68.58,202.692,5,28.0705,7.548,97.004,116.054
"CCR",90,"C2",2024-07-11,0.9,561.7464,68.58,202.692,5,28.0714,7.5877,96.898,116.121
"CCR",90,"C2",2024-07-11,1,561.7464,68.58,202.692,5,28.0714,7.6087,97.35,115.984
"CCR",90,"C2",2024-07-11,1.1,561.7464,68.58,202.692,5,28.0701,7.6112,97.825,116.151
"CCR",90,"C2",2024-07-11,1.2,561.7464,68.58,202.692,5,28.0716,7.6329,97.322,116.054
"CCR",90,"C2",2024-07-11,1.3,561.7464,68.58,202.692,5,28.071,7.6031,97.325,116.14
"CCR",90,"C2",2024-07-11,1.4,561.7464,68.58,202.692,5,28.0661,7.6252,97.486,116.101
"CCR",90,"C2",2024-07-11,1.5,561.7464,68.58,202.692,5,28.0633,7.5897,96.683,116.11
"CCR",90,"C2",2024-07-11,1.6,561.7464,68.58,202.692,5,28.0632,7.5584,97.379,116.07
"CCR",90,"C2",2024-07-11,1.7,561.7464,68.58,202.692,5,28.0634,7.6341,97.412,116.093
"CCR",90,"C2",2024-07-11,1.8,561.7464,68.58,202.692,5,28.0636,7.6043,97.085,116.065
"CCR",90,"C2",2024-07-11,1.9,561.7464,68.58,202.692,5,28.0608,7.577,97.519,116.097
"CCR",90,"C2",2024-07-11,2,561.7464,68.58,202.692,5,28.0539,7.6476,97.188,116.107
"CCR",90,"C2",2024-07-11,2.1,561.7464,68.58,202.692,5,28.0519,7.6494,97.784,116.127
"CCR",90,"C2",2024-07-11,2.2,561.7464,68.58,202.692,5,28.049,7.6217,97.252,116.097
"CCR",90,"C2",2024-07-11,2.3,561.7464,68.58,202.692,5,28.0448,7.6268,98.285,116.102
"CCR",90,"C2",2024-07-11,2.4,561.7464,68.58,202.692,5,28.035,7.6865,97.836,116.043
"CCR",90,"C2",2024-07-11,2.5,561.7464,68.58,202.692,5,28.024,7.6219,97.703,116.026
"CCR",90,"C2",2024-07-11,2.6,561.7464,68.58,202.692,5,28.0177,7.6531,97.554,115.962
"CCR",90,"C2",2024-07-11,2.7,561.7464,68.58,202.692,5,27.9954,7.609,97.669,116.086
"CCR",90,"C2",2024-07-11,2.8,561.7464,68.58,202.692,5,27.9766,7.6691,97.628,116.046
"CCR",90,"C2",2024-07-11,2.9,561.7464,68.58,202.692,5,27.9693,7.6403,97.628,116.051
"CCR",90,"C2",2024-07-11,3,561.7464,68.58,202.692,5,27.9645,7.6557,98.243,115.974
"CCR",90,"C2",2024-07-11,3.1,561.7464,68.58,202.692,5,27.9481,7.6984,97.834,115.938
"CCR",90,"C2",2024-07-11,3.2,561.7464,68.58,202.692,5,27.9388,7.6506,97.93,115.897
"CCR",90,"C2",2024-07-11,3.3,561.7464,68.58,202.692,5,27.9318,7.6752,97.895,115.976
"CCR",90,"C2",2024-07-11,3.4,561.7464,68.58,202.692,5,27.9325,7.6735,97.821,115.957
"CCR",90,"C2",2024-07-11,3.5,561.7464,68.58,202.692,5,27.9283,7.6589,98.017,115.974
"CCR",90,"C2",2024-07-11,3.6,561.7464,68.58,202.692,5,27.8977,7.6656,97.332,115.89
"CCR",90,"C2",2024-07-11,3.7,561.7464,68.58,202.692,5,27.8725,7.659,97.548,115.929
"CCR",90,"C2",2024-07-11,3.8,561.7464,68.58,202.692,5,27.8547,7.6417,97.04,115.882
"CCR",90,"C2",2024-07-11,3.9,561.7464,68.58,202.692,5,27.8418,7.6186,97.486,115.922
"CCR",90,"C2",2024-07-11,4,561.7464,68.58,202.692,5,27.7961,7.6528,96.919,115.98
"CCR",90,"C2",2024-07-11,4.1,561.7464,68.58,202.692,5,27.7396,7.5842,95.883,115.89
"CCR",90,"C2",2024-07-11,4.2,561.7464,68.58,202.692,5,27.6236,7.5203,94.077,115.821
"CCR",90,"C2",2024-07-11,4.3,561.7464,68.58,202.692,5,27.5468,7.3871,92.705,115.785
"CCR",90,"C2",2024-07-11,4.4,561.7464,68.58,202.692,5,27.5023,7.2869,92.512,115.764
"CCR",90,"C2",2024-07-11,4.4,561.7464,68.58,202.692,5,27.5075,7.3149,93.25,115.716
"CCR",50,"P2",2024-08-14,0.1,1527.3528,68.58,231.648,21,26.7868,7.9724,101.482,115.304
"CCR",50,"P2",2024-08-14,0.2,1527.3528,68.58,231.648,21,26.5679,4.5216,57.865,115.061
"CCR",50,"P2",2024-08-14,0.3,1527.3528,68.58,231.648,21,26.7691,6.4799,80.378,115.585
"CCR",50,"P2",2024-08-14,0.4,1527.3528,68.58,231.648,21,26.8203,8.2059,96.271,116.02
"CCR",50,"P2",2024-08-14,0.5,1527.3528,68.58,231.648,21,26.916,7.983,100.388,116.893
"CCR",50,"P2",2024-08-14,0.6,1527.3528,68.58,231.648,21,26.806,6.381,79.708,115.997
"CCR",50,"P2",2024-08-14,0.7,1527.3528,68.58,231.648,21,26.8177,6.4529,81.779,116.038
"CCR",50,"P2",2024-08-14,0.8,1527.3528,68.58,231.648,21,26.9178,7.9843,100.119,116.976
"CCR",50,"P2",2024-08-14,0.9,1527.3528,68.58,231.648,21,26.9198,8.0108,100.627,116.912
"CCR",50,"P2",2024-08-14,1,1527.3528,68.58,231.648,21,26.9197,8.0251,100.608,116.98
"CCR",50,"P2",2024-08-14,1.1,1527.3528,68.58,231.648,21,26.9193,8.0296,100.47,116.949
"CCR",50,"P2",2024-08-14,1.2,1527.3528,68.58,231.648,21,26.9218,8.0063,100.013,116.954
"CCR",50,"P2",2024-08-14,1.3,1527.3528,68.58,231.648,21,26.9208,7.9874,100.645,116.962
"CCR",50,"P2",2024-08-14,1.4,1527.3528,68.58,231.648,21,26.9215,8.0373,100.879,116.893
"CCR",50,"P2",2024-08-14,1.5,1527.3528,68.58,231.648,21,26.9212,8.0471,100.336,116.872
"CCR",50,"P2",2024-08-14,1.6,1527.3528,68.58,231.648,21,26.9199,7.9928,99.947,116.905
"CCR",50,"P2",2024-08-14,1.7,1527.3528,68.58,231.648,21,26.9175,7.9902,100.244,116.934
"CCR",50,"P2",2024-08-14,1.8,1527.3528,68.58,231.648,21,26.9198,7.9986,100.565,116.851
"CCR",50,"P2",2024-08-14,1.9,1527.3528,68.58,231.648,21,26.9208,8.0183,100.507,116.944
"CCR",50,"P2",2024-08-14,2,1527.3528,68.58,231.648,21,26.9209,8.0274,100.777,116.881
"CCR",50,"P2",2024-08-14,2.1,1527.3528,68.58,231.648,21,26.9196,8.0296,100.346,116.909
"CCR",50,"P2",2024-08-14,2.2,1527.3528,68.58,231.648,21,26.9199,7.998,100.368,116.857
"CCR",50,"P2",2024-08-14,2.3,1527.3528,68.58,231.648,21,26.9211,7.9962,100.186,116.852
"CCR",50,"P2",2024-08-14,2.4,1527.3528,68.58,231.648,21,26.9167,7.9977,100.544,116.916
"CCR",50,"P2",2024-08-14,2.5,1527.3528,68.58,231.648,21,26.9203,8.0303,100.503,116.898
"CCR",50,"P2",2024-08-14,2.6,1527.3528,68.58,231.648,21,26.9196,8.0035,100.238,116.827
"CCR",50,"P2",2024-08-14,2.7,1527.3528,68.58,231.648,21,26.9199,7.9974,100.603,116.897
"CCR",50,"P2",2024-08-14,2.8,1527.3528,68.58,231.648,21,26.9198,8.0171,100.464,116.92
"CCR",50,"P2",2024-08-14,2.9,1527.3528,68.58,231.648,21,26.9187,8.0145,100.726,116.988
"CCR",50,"P2",2024-08-14,3,1527.3528,68.58,231.648,21,26.9165,8.0251,100.309,116.888
"CCR",50,"P2",2024-08-14,3.1,1527.3528,68.58,231.648,21,26.9166,8.0201,100.789,116.916
"CCR",50,"P2",2024-08-14,3.2,1527.3528,68.58,231.648,21,26.9171,8.0214,100.428,116.92
"CCR",50,"P2",2024-08-14,3.3,1527.3528,68.58,231.648,21,26.9168,8.0178,100.408,116.921
"CCR",50,"P2",2024-08-14,3.4,1527.3528,68.58,231.648,21,26.9123,8.0264,100.429,116.982
"CCR",50,"P2",2024-08-14,3.5,1527.3528,68.58,231.648,21,26.9154,8.024,100.497,116.953
"CCR",50,"P2",2024-08-14,3.6,1527.3528,68.58,231.648,21,26.9166,8.005,100.206,116.775
"CCR",50,"P2",2024-08-14,3.7,1527.3528,68.58,231.648,21,26.9172,8.0139,100.397,116.949
"CCR",50,"P2",2024-08-14,3.8,1527.3528,68.58,231.648,21,26.9187,8.0154,100.366,116.882
"CCR",50,"P2",2024-08-14,3.9,1527.3528,68.58,231.648,21,26.9185,8.0308,100.467,116.917
"CCR",50,"P2",2024-08-14,4,1527.3528,68.58,231.648,21,26.916,8.0206,100.298,116.953
"CCR",50,"P2",2024-08-14,4.1,1527.3528,68.58,231.648,21,26.9117,7.9988,100.353,116.899
"CCR",50,"P2",2024-08-14,4.2,1527.3528,68.58,231.648,21,26.9019,8.0175,100.643,116.814
"CCR",50,"P2",2024-08-14,4.3,1527.3528,68.58,231.648,21,26.8915,8.0114,100.251,116.85
"CCR",50,"P2",2024-08-14,4.4,1527.3528,68.58,231.648,21,26.8875,8.0347,100.65,116.869
"CCR",50,"P2",2024-08-14,4.5,1527.3528,68.58,231.648,21,26.8854,7.9781,100.518,116.978
"CCR",50,"P2",2024-08-14,4.6,1527.3528,68.58,231.648,21,26.8754,8.0242,100.226,117.178
"CCR",50,"P2",2024-08-14,4.7,1527.3528,68.58,231.648,21,26.788,8.009,99.532,117.297
"CCR",50,"P2",2024-08-14,4.8,1527.3528,68.58,231.648,21,26.6643,7.9691,99.568,117.637
"CCR",50,"P2",2024-08-14,4.9,1527.3528,68.58,231.648,21,26.6095,7.9817,99.113,117.878
"CCR",50,"P2",2024-08-14,5,1527.3528,68.58,231.648,21,26.5485,7.9546,99.017,118.085
"CCR",50,"P2",2024-08-14,5.1,1527.3528,68.58,231.648,21,26.442,7.9664,98.878,118.704
"CCR",50,"P2",2024-08-14,5.2,1527.3528,68.58,231.648,21,26.2747,7.985,99.072,119.426
"CCR",50,"P2",2024-08-14,5.3,1527.3528,68.58,231.648,21,26.0682,8.0409,99.646,119.324
"CCR",50,"P2",2024-08-14,5.4,1527.3528,68.58,231.648,21,25.7937,8.1127,99.203,119.156
"CCR",50,"P2",2024-08-14,5.5,1527.3528,68.58,231.648,21,25.4934,8.0931,97.795,119.601
"CCR",50,"P2",2024-08-14,5.6,1527.3528,68.58,231.648,21,24.9878,8.0511,98.025,119.976
"CCR",50,"P2",2024-08-14,5.7,1527.3528,68.58,231.648,21,24.6162,8.2263,99.39,119.894
"CCR",50,"P2",2024-08-14,5.8,1527.3528,68.58,231.648,21,24.3147,8.3312,99.93,119.859
"CCR",50,"P2",2024-08-14,5.9,1527.3528,68.58,231.648,21,23.8498,8.4809,100.614,119.929
"CCR",50,"P2",2024-08-14,6,1527.3528,68.58,231.648,21,23.2164,8.53,98.585,119.885
"CCR",50,"P2",2024-08-14,6.1,1527.3528,68.58,231.648,21,22.3337,8.6271,102.163,120.327
"CCR",50,"P2",2024-08-14,6.2,1527.3528,68.58,231.648,21,21.0533,8.2786,77.523,121.33
"CCR",50,"P2",2024-08-14,6.3,1527.3528,68.58,231.648,21,20.9458,7.1343,82.575,121.364
"CCR",50,"P2",2024-08-14,6.4,1527.3528,68.58,231.648,21,20.095,6.9444,64.282,121.846
"CCR",50,"P2",2024-08-14,6.5,1527.3528,68.58,231.648,21,19.7404,5.7155,63.832,121.573
"CCR",50,"P2",2024-08-14,6.6,1527.3528,68.58,231.648,21,19.4575,5.9004,64.056,116.888
"CCR",50,"P2",2024-08-14,7.1,1527.3528,68.58,231.648,21,16.2167,4.7184,49.055,124.729
"CCR",50,"P2",2024-08-14,7.1,1527.3528,68.58,231.648,21,16.0669,4.8034,49.883,124.753
"CCR",50,"P2",2024-08-14,7.2,1527.3528,68.58,231.648,21,15.6924,4.9966,50.405,125
"CCR",50,"P2",2024-08-14,7.3,1527.3528,68.58,231.648,21,15.3204,5.0308,49.54,125.293
"CCR",50,"P2",2024-08-14,7.4,1527.3528,68.58,231.648,21,14.751,4.9587,48.719,125.683
"CCR",50,"P2",2024-08-14,7.5,1527.3528,68.58,231.648,21,14.3837,4.9841,49.1,125.915
"CCR",50,"P2",2024-08-14,7.6,1527.3528,68.58,231.648,21,14.1306,5.0596,49.24,125.956
